livro,Capítulo,Verso inicial,Verso final,Obra,Capítulo,Tipo de Referência,Citação,
Efésios,5,14,14,Vida: Desafios e Soluções,8 - Autodesprtamnto inadiável,Direta sem  indexação do NT,"Ainda examinando a problemática do sono, exclamou, em outra carta, que dirigiu aos Efésios, o libertador das gentes, com energia e vitalidade: Desperta, tu que dormes, e levanta-te entre os mortos.",
Efésios,5,22,25,Celeiro de Bênçãos,34 - Problemas no matrimônio,Direta com indexação do NT,"Vós, mulheres, sujeitai-vos a vossos maridos, como ao Senhor  -  Vós, maridos, amai vossas mulheres, como também Cristo amou a igreja, e a si mesmo se entregou por ela 
",
Efésios,5,22,25,SOS Família,5 - Problemas no matrimônio,Direta com indexação do NT,,
Efésios,6,14,14,Convites da Vida,41 - Convite à Probidade,Epígrafe,"[Estai, pois, firmes, tendo ] Cingidos  [os vossos lombos com] deverdade, e vestidos da couraça da justiça.",
Filipensens,1,12,12,Convites da Vida,42 - Convite ao Progresso,Epígrafe,"[E quero, irmãos, que saibais que as coisas que me aconteceram] ...Tem contribuído para maior proveito do evangelho",
Filipensens,4,4,5,Jesus e Atualidade,9 - Jesus e Alegria,Indireta,"""Alegrai-vos"" - propôs Jesus - éceado até vós o Reino de Dueus",
Gálatas,1,10,10,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Gálatas,1,15,18,Lampadário Espírita,27 - Em permanente sintonia,Indireta,"Paulo, antes de entoar a sinfonia clarificadora do Evangelho, feez um exame acurado de si mesmo em três longos anos de meditação no deserto,",
Gálatas,2,20,20,Em Busca da Verdade,1 - o ser humano e sua totalidade ; A contínua luta entre o ego e o Self,Direta sem  indexação do NT,"...O apóstolo Paulo, superando as lutas entre o ego dominante e o Self altruísta, universal, proclamou: já não sedo mais o homem quem vive, e sim o Cristo...",
Gálatas,2,20,20,Momentos de Meditação, 8 – Conhecimento para a ação,Indireta,"O apóstolo Paulo, embora de elevada estirpe espiritual, sofreu a injunção de ser tentado a fazer o que não queria, enquanto, se esforçando, não conseguia fazer sempre o que desejava.",
Gálatas,2,20,20,O Homem Integral,3 - A Busca da realidade,Indireta,"""...o conceito paulino,, que ele já não vivia, mas o Cristo nele vivia""",
Gálatas,2,20,20,Plenitude,6 -Altruísmo,Direta sem  indexação do NT,"...já não sedo mais o homem quem vive, e sim o Cristo...",
Gálatas,2,20,20,Plenitude,8 - Caminhos para a saúde,Direta sem  indexação do NT,"Nesse estágio, a pessoa doa-se e já não mais vive sendo o ""Cristo quem vive"" nela",
Gálatas,2,20,20,Libertação do Sofrimento,6 - Mente e vida,Indireta,,
Gálatas,2,20,20,Lições para a Felicidade,29 - Autoconscientização,Direta com indexação do NT,"E vivo, não mais eu, mas Cristo vive em mim",
Gálatas,2,20,20,No Rumo da Felicidade,2 - Religiosidade,Direta sem  indexação do NT,"Chegará o instante, no qual exclamarás como o apóstolo Paulo: - Já não sou eu quem vivo; mas o Cristo que vive em mim.",
Gálatas,2,20,20,Em Busca da Iluminação Interior,15 - Natal inesquecível,Direta sem  indexação do NT,"Então, repetirás como o apóstolo Paulo: ""Já não sou eu quem vive, mas Cristo que vive em mim.""",
Gálatas,5,22,22,Convites da Vida,24 - Convite à Fidelidade,Epígrafe,"Mas o fruto do Espírito é: amor, gozo, paz, longanimidade, benignidade, bondade, fé, mansidão, temperança.",
Gálatas,6,7,7,Plenitude,13 - Sofrimento no além-túmulo,Indireta,fugir da colheita que lhes chega mediante o suicídio horrendo,
Hebreus,7,7,7,Nascente de Bênçãos,25  - Bênçãos,Direta com indexação do NT,"Seguindo a necessidade de serem permutadas bênçãos, o Apóstolo Paulo, em memorável epístola aos Hebreus, no capítulo7, versículo 7, conclama que, sem contradição alguma, o menor é abençoado pelo maior. ",
Hebreus,12,1,1,Fonte de Luz,23 - Consciência e testemunhas,Indireta,"Existe uma nuvem de testemunhas, assinala o apóstolo Paulo...",
Hebreus,12,1,1,Lições para a Felicidade,12 - Acasos felizes,Direta com indexação do NT,"Na sua carta aos hebreus, capítulo doze, versículo um, o Apóstolo dos gentios adverte-nos quanto a uma nuvem de testemunha que nos rodeiam, convidando-nos a reflexões e a equilíbrio, porquanto são de variada espécie aquele que a constituem. ",
Hebreus,12,7,7,Desperte e Seja Feliz,17 - Técnicas de reabilitação,Direta com indexação do NT,"O apóstolo Paulo, reflexionando em torno de tais dificuldades e testemunhos, afirmava, conforme se lê em Hebreus doze, versiculo sete: ""É para disciplina que sofreis (Deus vos trata como a filhos); pois qual o filho a quem não corrige seu pai?""",
Hebreus,12,12,12,Segue em Harmonia,13 - Os desertores,Indireta,"Avança, pois, mesmo que estejas com os joelhos desconjuntados, e Ele te retificará no momento glorioso do reencontro.",
Hebreus,12,12,12,Tesouros Libertadores,9 - Harmonia na dor,Direta sem  indexação do NT,"Segue, intimorato, mesmo que tenha os joelhos desconjuntados, as carnes dilaceradas e o coração envolto na melancolia do calvário, para o  amanhecer surpreendente da tua ressureição gloriosa em perfeita harmonia. ",
Hebreus,12,12,12,Tesouros Libertadores,22 - Experiências,Direta sem  indexação do NT,"... não os impede de prosseguir, muitas  vezes com os joelhos desconjuntados , como se referiu o apóstolo Paulo em relação ao seus ministério iluminativo",
Hebreus,12,12,14,Vidas Vazias,19 - Fadiga no bem,Indireta,"Estás em plena e vigorosa atividade e não te queixes do trabalho libertador, insistindo, embora com os joelhos desconjuntados, conforme assinalava o Apóstolo Paulo, com a certeza da vitória final.",
Hebreus,12,12,14,Mundo Regenerado,11- Temor,Indireta,"Mesmo assim, com os joelhos desconjuntados e as forças debilitadas, não temas. ",
Hebreus,12,12,14,Lampadário Espírita,34 - Bem e mal sofrer,Direta sem  indexação do NT,"... refaze as tuas forças, reconsidera a situação, recompõe os ""joelhos desconjuntados"" e avança, confiante, cantando a certeza de que, após a partida libertadora, uma madrugada sublime alcançar-te-á, fazendo-te ditoso por fim, vitorioso com o bem.",
I Coríntios,1,1,1,Luz nas Trevas, 7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
I Coríntios,1,18,18,Luz nas Trevas, 12 - Obstáculos Desafiadores,Indireta,"Elegidas a dedicação e a confiança n’Ele, os Seus seguidores fizeram florescer os madeiros de infâmia e iluminaram a noite moral como fogueiras vivas.",
I Coríntios,1,20,20,Luz nas Trevas, 7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
I Coríntios,5,7,7,Momentos de esperança,17 – A César e a Deus,Indireta,... e morreu durante as alegrias evocativas da Páscoa...,
I Coríntios,5,13,13,Plenitude,9 - Processo de autocura,Direta sem indexação do NT,"""O Pai não quer a destruição do pecador, mas, a do pecado.""",
I Coríntios,6,19,19,Momentos de iluminação, 15 – Valores terapêuticos ,Indireta,"Médium de invulgares faculdades [Paulo], identificando os elementos que constituem o homem – Espírito, alma e corpo – propôs o equilíbrio moral como recurso terapêutico para a saúde",
I Coríntios,7,9,9,Dimensões da Verdade,54 - Sexo e compromissos,Direta com indexação do NT,"""Mas se não podem conter-se, casem-se. Porque é melhor casar do que abrasar-se""",
I Coríntios,8,1,1,Convites da Vida,15 - Convite à Edificação,Epígrafe,"""Ora, no tocante às coisas sacrificadas aos ídolos, sabemos que todos temos ciência. A ciência incha.] ...O amor edifica.""",
I Coríntios,9,16,16,Plenitude,8 - Caminhos para a saúde,Direta sem indexação do NT,"""..afirmando confiante: 'Ai de mim senão pregar o Evangelho'""",
I Coríntios,9,25,25,Otimismo,6 - A coroa incorruptível,Direta com indexação do NT,"""E todo atleta se priva de tudo; mas ele para obter  uma coroa corruptível; nós, poruma incorruptível.""",
I Coríntios,10,12,12,Leis Morais da Vida,52 - Erro e queda,Direta com indexação do NT,"""  Aquele, pois, que cuida estar em pé, olhe, não caia.""",
I Coríntios,11,30,30,Espírito e Vida,8 - Preguiça,Direta com indexação do NT,""" há entre vós muitos fracos e doentes, e muitos que dormem.""",
I Coríntios,12,1,4,Momentos de esperança,12 - Ação mediúnica,Indireta,"... e o apóstolo Paulo, escrevendo aos coríntios, apresentou a ‘variedade dos dons’ mediúnicos que se encontram presentes nas criaturas",
I Coríntios,12,4,4,Convites da Vida,30 - Convite à Mediunidade,Epígrafe,"4Ora, há diversidade de dons, mas o Espírito é o mesmo. 5 E há diversidade de ministérios, mas o Senhor é o mesmo.",
I Coríntios,12,4,13,Jesus e Vida,6 - Mandato Mediúnico,Direta,"""há diversidade de dons, mas o espírito é o mesmo.""",
I Coríntios,13,1,7,Estudos Espíritas,16 - Caridade,Direta com indexação do NT,"1 Ainda que eu falasse as línguas dos homens e dos anjos, e não tivesse amor, seria como o metal que soa ou como o sino que tine.
2 E ainda que tivesse o dom de profecia, e conhecesse todos os mistérios e toda a ciência, e ainda que tivesse toda a fé, de maneira tal que transportasse os montes, e não tivesse amor, nada seria.
3 E ainda que distribuísse toda a minha fortuna para sustento dos pobres, e ainda que entregasse o meu corpo para ser queimado, e não tivesse amor, nada disso me aproveitaria.
4 O amor é sofredor, é benigno; o amor não é invejoso; o amor não trata com leviandade, não se ensoberbece.
5 Não se porta com indecência, não busca os seus interesses, não se irrita, não suspeita mal;
6 Não folga com a injustiça, mas folga com a verdade;
7 Tudo sofre, tudo crê, tudo espera, tudo suporta.",
I Coríntios,13,7,7,Convites da Vida,18 - Convite à Esperança,Epígrafe,"Tudo sofre, tudo crê, tudo espera, tudo suporta.",
I Coríntios,13,13,13,Estudos Espíritas,16 - Caridade,Direta com indexação do NT,"Agora, pois, permanecem a fé, a esperança e o amor, estes três, mas o maior destes é o amor",
I Coríntios,14,40,40,Convites da Vida,32 - Convite à Ordem,Epígrafe,Mas faça-se tudo decentemente e com ordem.,
I Coríntios,15,6,6,Vidas Vazias,28 - Dias venturosos,Indireta,"Coroando aqueles dias de saudade após a morte de Jesus, Ele apareceu na Galileia a quinhentos discípulos, mandando-os renascer e retornar para a fixação do Reino de Deus nos corações.",
I Coríntios,15,15,15,Luz nas Trevas,7 - Sofrimento e Amor,Indiireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
I Coríntios,15,33,33,Autodescobrimento,6 - Equilíbrio e saúde ; problema de saúde,Direta com indexação do NT,"O Apóstolo Paulo, com admirável acuidade psicológica, advertiu:   Não vos deixeis enganar: as más conversações corrompem os bons costumes.",
I Coríntios,15,33,33,Espírito e Vida,20 - Conversações doentias,Direta com indexação do NT,"""Não vos enganeis: as más palavras corrompem os bons constumes.""",
I Coríntios,15,40,40,Momentos de iluminação, 15 – Valores terapêuticos,Indireta,"Médium de invulgares faculdades [Paulo], identificando os elementos que constituem o homem – Espírito, alma e corpo – propôs o equilíbrio moral como recurso terapêutico para a saúde",
I Coríntios,15,44,44,Estudos Espíritas,4 - Perispírito,Direta com indexação do NT,"[Semeia-se corpo natural, ressuscitará] corpo espiritual.",
I Coríntios,15,53,53,Estudos Espíritas,5 - Perispírito,Direta com indexação do NT,"[Porque convém que isto que é] corruptível [se revista da incorruptibilidade, e que isto que é mortal se revista da imortalidade.]",
I Coríntios,15,54,55,Alerta,2 - Morrer para viver,Direta sem indexação do NT,"O Apóstolo Paulo, emocionado, exclamou:  Tragada foi a morte na vitória. Onde está, ó morte, a tua vitória? Onde está, ó morte, o teu aguilhão?",
I Coríntios,15,55,55,Em Busca da Verdade,10 - A vida e a morte ; A fatalidade da morte,Direta com indexação do NT,"Onde está, ó morte, a tua vitória? Onde está, ó morte, o teu aguilhão?",
I Coríntios,15,55,55,Encontro com a Paz e a Saúde,11 - Epifenômeno da vida e da morte,Direta com indexação do NT,"O Apóstolo Paulo exclamou:   Onde está, oh morte, a tua vitória? Onde está, oh morte, o teu aguilhão?",
I Tessalonicenses,2,7,7,Liberta-te do Mal,Fidelidade e testemunho,Indireta,(...) como o foi o Apóstolo dos Gentios e muitos outros que lhe seguiram o exemplo.,
I Tessalonicenses,3,1,1,Fonte de Luz,4 - Decisão de ser feliz,Indireta,"Quando Paulo se apresentou no Areópago, em Atenas ...",
I Tessalonicenses,4,3,3,Convites da Vida,8 - Convite à Continência,Epígrafe,"[Porque esta é a vontade de Deus, ]a vossa santificação; que vos abstenhais da prostituição. ",
I Tessalonicenses,4,4,4,Convites da Vida,17 - Convite ao Equilíbrio,Epígrafe,Que cada um de vós saiba possuir o seu vaso em santificação e honra.,
I Tessalonicenses,4,11,11,Convites da Vida,58 - Convite à Tranqüilidade,Epígrafe,"E procureis viver tranquilamente [quietos, e tratar dos vossos próprios negócios, e trabalhar com vossas próprias mãos, como já vo-lo temos mandado;]",
I Tessalonicenses,5,8,8,Leis Morais da Vida,42 - Prosseguir sempre,Direta sem indexação do NT,"Armado com a ""couraça da fé""  e os hábeis recursos da perseverança, da humildade e da caridade no coração, coseguirás readquirir a confiança e o otimismo ....",
I Tessalonicenses,5,11,26,Momentos de iluminação,15 – Valores terapêuticos,Direta com  indexação do NT,"Escrevendo aos Tessalonicenses propõe toda uma estrutura de fraternidade, com autoconhecimento enriquecido de alegria e de paz no coração...[segue com a transcrição literaral dos versículos]",
I Tessalonicenses,5,16,16,Vida: Desafios e Soluções,10 - A Busca da realidade,Direta com indexação do NT,"O apóstolo Paulo, escrevendo aos Tessalonicenses - I - Capítulo cinco, versículo dezesseis - propôs, com ênfase, após retornar de uma dessas meta-excursões: - Regozijai-vos sempre. ",
I Tessalonicenses,5,17,17,Espírito e Vida,35 - Orar sem cessar,Direta com  indexação do NT,"""Orai sem cessar""",
I Tessalonicenses,5,17,17,Espírito e Vida,59 - Impressões de otimismo,Direta com indexação do NT,"""Orar sem cessar""",
I Tessalonicenses,5,21,21,Convites da Vida,21 - Convite ao Exame,Epígrafe,"""Ponde tudo à prova, retende o que é bom""",
I Tessalonicenses,5,21,21,Vida Feliz,LXXXVII,Direta sem indexação do NT,"Examina tudo e retém o que é bom"", ensina o Apóstolo, em nome do Bem",
I Tessalonicenses,5,23,23,Estudos Espíritas,4- Perispírito,Direta com  indexação do NT,"[E o mesmo Deus de paz vos santifique em tudo; e todo o vosso espírito, e] alma,[ e corpo, sejam plenamente conservados irrepreensíveis para a vinda de nosso Senhor Jesus Cristo]",
I Timóteo,4,12,12,Adolescência e Vida,Adolescência e Vida (Prefácio),Direta com indexação do NT," Seguindo o mesmo comportamente, O Apóstolo Paulo, escrevendo a Timóteo (I-4:12) propôs: Ninguém despreze a tua mocidade; mas sê o exemplo dos fiéis, na palavra, no trato, no amor, no espírito, na fé, na pureza.",
I Timóteo,4,12,12,Libertação do Sofrimento,14 - Respeito à juventude,Direta com indexação do NT,"Em comovedora missiva, o apostolo Paulo dirigiu-se a um jovem a quem amava como a um filho, recomendando-lhe, conforme Timóteo I, capítulo quatro, versículo 12:  Ninguém despreze a tua mocidade; mas sê o exemplo dos fiéis, na palavra, no trato, no amor, no espírito, na fé, na pureza",
II Coríntios,1,12,12,Espírito e Vida,15 - Glórias e mediunidade,Indireta,,
II Coríntios,2,12,12,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
II Coríntios,3,3,3,Benesses Natalinas,9 - Reflexão de Natal,Indireta,... transformando-e em carta vida seu Evangelho ...,
II Coríntios,4,2,2,Encontro com a Paz e a Saúde,9 - A conquista da consciência,Item para reflexão,"""...Pelo contrário, rejeitamos as coisas ocultas, que são vergonhosas,  não andando com astúcia nem adulterando a palavra de Deus; mas pela manifestão da verdade, nós nos recomendamos à consciência de todos os homens diante de Deus.""",
II Coríntios,5,17,17,Jesus e Atualidade,13 - Jesus e Revolução,Indireta,a morte do homem velho e o nascimeto do homem novo,
II Coríntios,6,4,4,Convites da Vida,34 - Convite à Paciência,Epígrafe,"[Antes, como ministros de Deus, tornando-nos recomendáveis em tudo;} Em muita paciência, nas aflições, nas necessidades, nas angústias,",
II Coríntios,7,14,14,Convites da Vida,33 - Convite ao Otimismo,Epígrafe,"Grande é a ousadia da minha fala para convosco, e grande a minha jactância a respeito de vós;} Estou cheio de consolação; transbordo de gozo em todas as nossas tribulações.",
II Coríntios,12,2,2,No Limiar do Infinito,12 - A vida espírita ou espiritual,Direta com indexação do NT,"O apóstolo Paulo, em desdobramento mediúnico expressivo, foi arrebatado ""até o terceiro céu..."" ao paraíso e ouviu palavras indizíveis, conforme anotou expressiva cópia de ensinamentos que inseriu na sua oportuna 2a Epístola aos Coríntios (Cap 12, versículo 2 e seguintes) rica de advertências, espiritualidade e edificações morais. ",
II Coríntios,12,2,4,Momentos de esperança, 11 – Desdobramento espiritual,Indireta,O apóstolo Paulo .... não poucas vezes foi arrebatado ao terceiro céu...,
II Coríntios,12,7,7,Autodescobrimento,3 - Consciência e vida ; consciência e sofrimento,Direta sem  indexação do NT,"... ele se torna um estímulo positivo para maior crescimento íntimo, não se fazendo afligente, embora um espinho na carne, como asseverou o Apóstolo Paulo.",
II Coríntios,12,7,7,Sol de Esperança,39 - Fiel para sempre,Direta sem  indexação do NT,"Todo cristão autêntico sofre ""um espinho na carne"" que lhe dói e é, também, sua advertência. ",
II Coríntios,12,7,7,Desperte e Seja Feliz,5 - Enfrentando tentações,Indireta,,
II Coríntios,12,7,7,Fonte de Luz,8 - Autoidentificação,Indireta,O apóstolo Paulo pode identificar-se (...) mantinha um espinho cravado nas carnes da alma...,
II Coríntios,12,7,7,Sendas Luminosas,3 - Desafios ao ideal,Direta com indexação do NT,"o apóstolo Paulo, que se empenhara totalmente na propagação do Evangelho e na sua vivência, confessou que lhe foi posto um espinho na carne, graças ao qual sofria o esbofetear constante, evitando que se ensoberbecesse, derrapando em compromissos mais graves. ",
II Timóteo,2,22,22,Florações Evangélicas,45 - Ante a juventude,Epígrafe,"Foge também das paixões da mocidade; e segue a justiça, a fé, o amor, e a paz com os que, com um coração puro, invocam o Senhor.",
II Timóteo,4,5,5,Compromissos de Amor,27 - Mensagem aos jovens,Direta com indexação do NT,"Escrevendo a Timóteo, seu discípulo amado, o apóstolo Paulo exortava-o a ser  sóbrio em todas as coisas, suportar os sofrimentos, a fazer a obra de um evangelista, a desempenhar bem o ministério. ",
II Timóteo,4,10,11,Segue em Harmonia,  13 – Os desertores,Direta com indexação do NT,"O apóstolo Paulo, em pleno campo de batalha, escreveu comovedora carta a Timóteo... referindo-se ao abandono a que fora relegado pelos amigos e beneficiários que passaram para o mundo presente. Só Lucas está comigo. Toma contigo a Marcos  e traze-o, porque me é útil ao ministério. ",
II Timóteo,4,16,16,Segue em Harmonia, 13 - Os desertores,Direta sem  indexação do NT,"A alma do missionário do Senhor estava sofrida e mesmo quando acusado, comentou:  Ninguém esteve ao meu lado na minha primeira defesa, pelo contrário, todos me desampararam, sem porém, abater-se o ânimo. ",
Romanos,2,6,6,O Ser Consciente,10 - Conquista de si mesmo,Indireta,"A cada um confirem seus atos, , segundo ensinou o Terapeuta Galileu",
Romanos,7,19,19,Lições para a Felicidade,29 - Autoconscientização,Direta com indexação do NT,"Não faço o bem que quero, mas o mal que não quero, essa eu faço",
Romanos,7,19,20,Momentos de Meditação,8 – Conhecimento para a ação,Indireta,"O apóstolo Paulo, embora de elevada estirpe espiritual, sofreu a injunção de ser tentado a fazer o que não queria, enquanto, se esforçando, não conseguia fazer sempre o que desejava.",
Romanos,7,19,20,Em Busca da Iluminação Interior,1 - Reflexões sobre a sombra,Direta com indexação do NT,"Pois não faço o bem que quero, mas faço o mal que não quero, esse pratico. Mas se eu faço aquilo que não quero, já não sou eu que o faço,  mas sim o pecado que em mim habita. ",
Romanos,10,9,9,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Romanos,11,13,13,Liberta-te do Mal,Fidelidade e testemunho,Indireta,(...) como o foi o Apóstolo dos Gentios e muitos outros que lhe seguiram o exemplo.,
Romanos,12,2,2,Convites da Vida,49 - Convite à Renovação,Epígrafe,"Transformai-vos pela renovação da vossa mente, para que proveis qual é a boa, agradável e perfeita vontade de Deus.",
Romanos,12,2,2,Fonte de Luz,31 - Inconformismo espiritual,Direta sem indexação do  NT,"Com a inteireza moral do seu caráter diamantino, o Apóstolo dos Gentios exclamou: Não vos conformeis com este século...",
Romanos,12,21,21,Em Busca da Verdade,8 - A busca do significado ; O bem e o mal,Indireta,,
Romanos,14,14,14,Convites da Vida,46 - Convite ao Recato,Epígrafe,"[Eu sei  e estou certo no Senhor Jesus, que} Nenhuma coisa em si é impura, a não ser para aquele que a tem como tal, para esse ela é impura.",
Romanos,14,14,14,O Despertar do Espírito,Problemas psicológicos contemporâneos,Direta com indexação do NT,"Eu sei e estou certo no Senhor Jesus, que Nenhuma coisa em si é impura, a não ser para aquele que a tem como tal, para esse ela é impura.",
I João,3,11,11,Momentos de Renovação, 2 – O Poema de amor ,Direta sem indexação do NT,"Filhinhos, amai-vos uns aos outros",
I João,3,14,14,Florações Evangélicas,20 - Retorno,Epígrafe,,
I João,4,1,1,Florações Evangélicas,55 - Falsos profetas,Epígrafe,,
I João,4,1,1,Jesus e o Evangelho à luz da Psicologia...,28 - Mediunidade,Direta com indexação do NT,,
I João,4,7,8,Vigilância,1 - Em nome de Deus,Direta sem indexação do NT,,
I João,4,8,8,Adolescência e Vida,16 - AUTO-REALIZAÇÃO DO ADOLESCENTE ATRAVÉS DO AMOR,Direta sem indexação do NT,,
I João,4,8,8,Momentos de Renovação,   3 – Deus é amor,Direta sem indexação do NT,Deus é amor,
I João,4,8,8,Libertação do Sofrimento,3 - A crença em Deus,Indireta,,
I João,4,8,8,Luz da Esperança,2 - Amor e força,Direta com indexação do NT,,
I João,4,8,8,Luz da Esperança,17 - Luz do amor,Indireta,,
I João,4,8,8,Estudos Espíritas,1 - Deus,Direta sem indexação do NT,,
I João,4,8,8,Rumos Libertadores,29 - Destinação gloriosa,Direta sem indexação do NT,,
I João,4,16,16,Alegria de Viver,4 - Realização em caridade,Direta sem indexação do NT,,
I João,4,20,20,Nascente de Bênçãos,5 - Compromisso com o Amor ,Indireta,,
I Pedro,1,7,7,Convites da Vida,59 - Convite ao Valor,Epígrafe,,
I Pedro,1,13,13,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
I Pedro,2,2,5,Jesus e Atualidade,12 -Jesus e Responsabilidade,Indireta,Como Pastor de almas...,
I Pedro,4,8,8,Alerta,6 - Almas-problema,Direta sem indexação do NT,,
I Pedro,4,8,8,Autodescobrimento,11 - Os sentimentos: amigos ou adversários? ; os sofrimentos,Indireta,,
I Pedro,4,8,8,Sob a proteção de Deus,9 – Infortúnios e bênçãos,Direta sem indexação do NT,(...) O amor cobre a multidão de pecados...,
I Pedro,4,8,8,Dias Gloriosos,18 - Regressão de memória,Direta sem indexação do NT,,
I Pedro,5,9,9,Vidas Vazias,15 - Intervenções Espirituais,Direta sem indexação do NT,"Por diversas razões, ""busca primeiro o Reino de Deus e Sua Justiça, e tudo mais te será acrescentado"", conforme propôs Jesus, porquanto no ""mundo somente terás aflições"", em razão da transitoriedade da própria existência orgânica e das conjunturas de que se constitui.",
I Pedro,5,13,13,Dimensões da Verade,57 - Problema da Morte,Indireta,... pode atender posteriormente ao apelo de Simão Pedro ,
II Pedro,1,13,14,Vida: Desafios e Soluções,8 - Autodesperamento inadiável,Direta com indexação do NT,Por sua vez..,
Tiago,1,12,12,Florações Evangélicas,50 - Tolerância e fraternidade,Direta indexada ao NT,“Bem-aventurado aquele que sofre a tentação porque quando fôr provado receberá a coroa da vida à qual o Senhor tem prometido aos que o amam” ,
Tiago,1,16,16,Leis Morais da Vida,52 - Erro e queda,Epígrafe,"Nao erreia, não vos enganei, meus amados irmãos""",
Tiago,2,17,17,Fonte de Luz,33 - Considerações sobre a fé,Direta sem indexação do NT,A fé sem obras é morta ,
Tiago,2,17,17,Estudos Espíritas,14 - Fé,Direta sem indexação do NT,A fé sem obras é morta ,
Tiago,2,20,20,Luz de Esperança,33 - Fé que transporta,Direta com indexação do NT,,
Tiago,4,13,13,Convites da Vida,11 - Convite à Definição,Epígrafe,"Eis agora vós que dizeis...amanhã""",
Tiago,5,1,11,Rejubila-te em Deus,13 – Parábolas e símbolos,Indireta,Ai de vós os ricos!...,
Tiago,5,13,13,Momentos de Alegria,Prefácio,Direta com indexação do NT,Esta alguém alegre? Cante louvores,
Tiago,5,16,16,Desperte e Seja Feliz,27 - Oraçõe solicitadas,Indireta,,
